"ghgIntensityInTonnesPerMillionEURRevenue.value"|"emissionsToWaterInTonnes.value"|"relativeNonRenewableEnergyProductionInPercent.value"|"manufactureOfAgrochemicalPesticidesProducts.value"|"transparencyDisclosurePolicy.value"|"nonRenewableEnergyConsumptionNaturalGasInGWh.value"|"deforestationPolicy.value"|"boardGenderDiversityBoardOfDirectorsInPercent.value"|"iloCoreLabourStandards.value"|"scope1And2And3GhgEmissionsMarketBasedInTonnes.value"|"policyAgainstDiscriminationInTheWorkplace.value"|"waterConsumptionInCubicMeters.value"|"scope3DownstreamGhgEmissionsInTonnes.value"|"scope2GhgEmissionsLocationBasedInTonnes.value"|"applicableHighImpactClimateSectors.NaceCodeL.highImpactClimateSectorEnergyConsumptionInGWh.value"|"averageGrossHourlyEarningsFemaleEmployees.value"|"femaleBoardMembersSupervisoryBoard.value"|"financedScope1AndScope2Emissions.value"|"scope1GhgEmissionsInTonnes.value"|"scope2GhgEmissionsInTonnes.value"|"financedScope3Emissions.value"|"scope3UpstreamGhgEmissionsInTonnes.value"|"enterpriseValue.value"|"nonRenewableEnergyConsumptionNuclearEnergyInGWh.value"|"femaleBoardMembersBoardOfDirectors.value"|"emissionsOfInorganicPollutantsInTonnes.value"|"applicableHighImpactClimateSectors.NaceCodeA.highImpactClimateSectorEnergyConsumptionInGWh.value"|"carbonFootprintInTonnesPerMillionEURRevenue.value"|"waterManagementPolicy.value"|"scope1And2And3GhgEmissionsInTonnes.value"|"sustainableOceansAndSeasPolicy.value"|"scope1And2GhgEmissionsLocationBasedInTonnes.value"|"waterReusedInCubicMeters.value"|"nonRenewableEnergyConsumptionInGWh.value"|"applicableHighImpactClimateSectors.NaceCodeH.highImpactClimateSectorEnergyConsumptionInGWh.value"|"violationOfTaxRulesAndRegulation.value"|"humanRightsDueDiligence.value"|"applicableHighImpactClimateSectors.NaceCodeF.highImpactClimateSectorEnergyConsumptionInGWh.value"|"relativeNonRenewableEnergyConsumptionInPercent.value"|"controversialWeaponsExposure.value"|"whistleblowerProtectionPolicy.value"|"nonRenewableEnergyConsumptionCoalInGWh.value"|"casesOfInsufficientActionAgainstBriberyAndCorruption.value"|"applicableHighImpactClimateSectors.NaceCodeF.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"applicableHighImpactClimateSectors.NaceCodeE.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"scope1And2GhgEmissionsMarketBasedInTonnes.value"|"humanRightsLegalProceedings.value"|"applicableHighImpactClimateSectors.NaceCodeE.highImpactClimateSectorEnergyConsumptionInGWh.value"|"protectedAreasExposure.value"|"applicableHighImpactClimateSectors.NaceCodeB.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"policyAgainstChildLabour.value"|"humanRightsDueDiligencePolicy.value"|"applicableHighImpactClimateSectors.NaceCodeA.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"fairBusinessMarketingAdvertisingPolicy.value"|"sanctionedIncidentsOfDiscrimination.value"|"threatenedSpeciesExposure.value"|"applicableHighImpactClimateSectors.NaceCodeG.highImpactClimateSectorEnergyConsumptionInGWh.value"|"emissionsOfAirPollutantsInTonnes.value"|"policyAgainstForcedLabour.value"|"carbonReductionInitiatives.value"|"reportedForcedOrCompulsoryLabourIncidents.value"|"policyAgainstBriberyAndCorruption.value"|"emissionsOfOzoneDepletionSubstancesInTonnes.value"|"totalHighImpactClimateSectorEnergyConsumptionInGWh.value"|"totalRevenue.value"|"fiscalYearDeviation"|"grievanceHandlingMechanism.value"|"totalRevenue.currency"|"nonRenewableEnergyProductionInGWh.value"|"maleBoardMembersBoardOfDirectors.value"|"scope1And2GhgEmissionsInTonnes.value"|"boardGenderDiversitySupervisoryBoardInPercent.value"|"nonRenewableEnergyConsumptionCrudeOilInGWh.value"|"maleBoardMembersSupervisoryBoard.value"|"nonRecycledWasteInTonnes.value"|"primaryForestAndWoodedLandOfNativeSpeciesExposure.value"|"environmentalPolicy.value"|"nonRenewableEnergyConsumptionFossilFuelsInGWh.value"|"dataDate"|"unadjustedGenderPayGapInPercent.value"|"rareOrEndangeredEcosystemsExposure.value"|"scope2GhgEmissionsMarketBasedInTonnes.value"|"supplierCodeOfConduct.value"|"averageGrossHourlyEarningsMaleEmployees.value"|"unGlobalCompactPrinciplesCompliancePolicy.value"|"averageGrossHourlyEarningsFemaleEmployees.currency"|"ghgIntensityScope4InTonnesPerMillionEURRevenue.value"|"reportedConvictionsOfBriberyAndCorruption.value"|"applicableHighImpactClimateSectors.NaceCodeB.highImpactClimateSectorEnergyConsumptionInGWh.value"|"humanRightsPolicy.value"|"fiscalYearEnd"|"reportedIncidentsOfDiscrimination.value"|"ghgIntensityScope3InTonnesPerMillionEURRevenue.value"|"nonRenewableEnergyConsumptionLigniteInGWh.value"|"fossilFuelSectorExposure.value"|"rateOfAccidents.value"|"highlyBiodiverseGrasslandExposure.value"|"reportedChildLabourIncidents.value"|"nonRenewableEnergyConsumptionOtherInGWh.value"|"numberOfReportedIncidentsOfHumanRightsViolations.value"|"traffickingInHumanBeingsPolicy.value"|"applicableHighImpactClimateSectors.NaceCodeL.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"scope4GhgEmissionsInTonnes.value"|"applicableHighImpactClimateSectors.NaceCodeH.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"applicableHighImpactClimateSectors.NaceCodeG.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"corruptionLegalProceedings.value"|"renewableEnergyProductionInGWh.value"|"totalAmountOfReportedFinesOfBriberyAndCorruption.currency"|"applicableHighImpactClimateSectors.NaceCodeD.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"applicableHighImpactClimateSectors.NaceCodeC.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"technologiesExpertiseTransferPolicy.value"|"averageGrossHourlyEarningsMaleEmployees.currency"|"scope3GhgEmissionsInTonnes.value"|"applicableHighImpactClimateSectors.NaceCodeD.highImpactClimateSectorEnergyConsumptionInGWh.value"|"landDegradationDesertificationSoilSealingExposure.value"|"ghgIntensityScope1InTonnesPerMillionEURRevenue.value"|"enterpriseValue.currency"|"securitiesNotCertifiedAsGreen.value"|"oecdGuidelinesForMultinationalEnterprisesGrievanceHandling.value"|"sustainableAgriculturePolicy.value"|"iso14001Certificate.value"|"excessiveCeoPayRatio.value"|"workdaysLostInDays.value"|"scope1And2And3GhgEmissionsLocationBasedInTonnes.value"|"workplaceAccidentPreventionPolicy.value"|"totalAmountOfReportedFinesOfBriberyAndCorruption.value"|"biodiversityProtectionPolicy.value"|"ghgIntensityScope2InTonnesPerMillionEURRevenue.value"|"fairCompetitionPolicy.value"|"highWaterStressAreaExposure.value"|"applicableHighImpactClimateSectors.NaceCodeC.highImpactClimateSectorEnergyConsumptionInGWh.value"|"renewableEnergyConsumptionInGWh.value"|"relativeWaterUsageInCubicMetersPerMillionEURRevenue.value"|"hazardousAndRadioactiveWasteInTonnes.value"|"Company ID"|"Company Name"|"Reporting Period"|"LEI"|"rateOfAccidentsInPercent.value"|"ceoToEmployeePayGapRatio.value"|"excessiveCeoPayRatioInPercent.value"
|||"No"|||"Yes"|"35.34"||"13405.57"|"No"|||||"4.23444046698E9"|"5746"|||||"76337.41"|"3.52321481981E9"|||"52147.27"||||||"25522.07"|"20215.8"||"48119.45"||"No"||"59258.33"||||"8585"||||||"Yes"||"Yes"|||"Yes"|"8301"||||"No"|"Yes"|||||"4.7671542785E8"|"NoDeviation"||"NGN"|"32052.1"||"7135.14"|"71.2"||"4838"|"33288.32"||"No"|"73120.17"|"2024-11-13"||"No"|||"3.10798420437E9"||"MWK"|||||"2024-08-25"|||"962.57"|||"No"|"No"|"53326.53"|"854"|||"86667.37"|||"No"|"34517"|"MAD"||"63394.05"|"Yes"|"LYD"|||"Yes"||"RON"||"No"||"No"|"88372.62"|"96067.46"||"Yes"|"2.1323729645E8"|||"Yes"||"75044.83"|"83142.23"||"31862.22"|"fad4996a-e538-4234-a050-73eb77f52ba8"|"Deckow, Paucek and Hirthe"|"2024"|||"88372.62"|"88372.62"
"80233.92"|"77090.46"|"32187.4"|"Yes"||||"44.54"||||"42385.76"||"18083.38"||"3.42988836304E9"|"1588"|"19226.69"|||"30170.95"||"3.78498775713E9"|||"33520.46"|"5094.98"|"93345.17"|"Yes"||"Yes"|"32752.89"||"82386.29"|||"No"|"92367.02"|"52934.53"|"No"|"Yes"|"7736.57"|||"82500.18"||||"No"|"40218.25"|"No"|||"No"|"7098"|"Yes"|"78421.51"|"54327.59"|||"Yes"|"No"|"24037.28"|"73777.21"||"NoDeviation"||"DJF"|"17556.7"|"5161"||||"7908"|"18002.03"|"Yes"|"Yes"|"89119.87"|||"No"||"Yes"|||"ETB"||"9165"|"78046.48"|"Yes"|"2024-02-04"|"2067"|"15579.75"||"Yes"|"89369.8"|||"71517.68"||||"69487.47"|"14562.66"||"No"||"CNY"|"44864.65"||||"58610.44"|"81492.3"||"45560.25"|"BMD"|||"No"|"No"|"51355.04"|"66172.9"|||"7.2852611913E9"||"43027.09"|"No"|"No"||"60948.45"|"47686.58"||"d8ce197e-9f12-4e7b-adc0-f01244ccb1f2"|"Thiel - Kub"|"2022"||"89369.8"|"51355.04"|"51355.04"
|"84333.18"||"No"|"Yes"|"64081.59"|"Yes"|||"27298.59"|"No"|"38091.57"|"53238.81"|||"8.28965144725E9"||||"43206.73"|"4101.58"|"92873.44"|"9.31390591275E9"||||"94326.25"|"12002.17"||"40335.9"|"Yes"|||||"Yes"|"No"||"92018.66"||"No"|"26436.08"|||||"Yes"||"Yes"|"71695.84"||"No"|"10283.72"||"3130"|"No"||"43662.04"|"Yes"||"Yes"|||"18393.11"|"8.06812119349E9"|"NoDeviation"||"MNT"||"6799"|"88386.91"||||"7548.23"||||"2024-08-17"|||"79256.57"||||"ZWL"||"8446"||"No"|"2024-09-08"||"69013.82"|||"30836.78"||||"7112"|"Yes"|"63865.23"|||||"31109.33"||"94325.57"|||"JPY"|||"Yes"||"ERN"|||"No"|"Yes"||"36119.58"|"3490.79"|"Yes"|||"88965.76"||"Yes"||||"61451.03"|"b0ec2291-6551-42b5-bcc9-d49a92859fa3"|"Bernhard Inc"|"2022"||"30836.78"||
"23281.97"|||"Yes"|"No"||||"Yes"|"60618.73"|"No"|"21697.7"|"9821.41"|"87944.46"|||"2382"|||"84164.73"|"48765.62"|"62047.36"|||"965"|||"23718.16"|||"No"||"35766.59"|"65559.68"||"Yes"|"Yes"|"94070.7"||||"80652.74"||"64666.09"|||"No"|"83701.58"|"Yes"|"29992.66"||"Yes"|"221.16"||"4986"|"Yes"|"30332.12"||"Yes"||"Yes"|||"2037.14"|"5.2254707781E8"|"NoDeviation"|"No"|"BND"|"55449.28"||"34996.54"|"63.66"|"62418.2"||"28310.86"||"No"|||"42445.98"||||"8.93440561335E9"|"Yes"|||"9651"||||"4270"|"49044.83"|"72582.26"|||"Yes"|"Yes"||"9391"||||"4841.66"|"74595.76"|"Yes"|"73992.79"|"MVR"|"6266.17"|"64327.82"|"Yes"|"AWG"||"4521.13"|"No"|||"No"|||"No"|"23106.62"||"57754.85"|"Yes"|"4.63591450257E9"|"No"||"Yes"|||||"20046.65"|"f3af5214-7d0e-4e69-8a11-70279cae137e"|"Tillman, O'Keefe and Cronin"|"2020"|"veWo0zQ8HmGXDvoiULwS"||"23106.62"|"23106.62"
"70735.33"|||"Yes"|"No"||"No"|||||"62044.43"|"20929.25"|"57420.7"||"1.43503938097E9"|"2984"||"25509.39"||"7642.03"||"8.95833707984E9"|"72861.89"|||||"No"|"1176.91"|"No"|"24136.73"|"31655.95"|||||"74841.67"|||||"7077"|"67016.8"||"69162.58"||"15889.32"|"No"|"23753.79"|"Yes"||"71533.3"|"Yes"|"5496"|"Yes"||"34102.6"|||||"86192.02"|"4534.62"|"7.5206432211E8"|"Deviation"|"No"|"SYP"|"65895.33"||||||"23629.98"||||"2024-10-06"||"No"|"36236.1"||"9.50550162027E9"|"No"|"SGD"||"5172"|||"2024-10-06"|"7491"|"81535.16"||"Yes"|"16999.17"|"No"||||"No"|"21600.68"||"28629.77"|"99788.1"|"No"||"AZN"|"87838.6"|||"FJD"||||"24774.46"|"SCR"|"Yes"||"Yes"|"No"|"31599.14"||||"9.49875033925E9"||"94569.17"||"Yes"|"89341.06"|"22128.92"||"36841.34"|"dccdff41-ef74-48c5-83d2-7217ebe3da8d"|"Marquardt LLC"|"2023"|"kjcpXezFqZaiiE15Wp8f"|"16999.17"|"31599.14"|"31599.14"
"90346.81"||"11006.31"|"Yes"||"44677.26"||"93.06"|"Yes"|"85727.29"|||"36068.23"|"2481.57"||"8.44015512617E9"|||||||"5.10463058614E9"|"14564.2"||"2293.56"||"37861.67"|"No"|"50972.18"|"Yes"||"45131.92"|||"Yes"||||||"98647.8"|"9079"||"56537.2"|"88355.72"|"No"|"87961.07"||||"No"|"79337.71"||"7970"|"Yes"||"49606.4"|||"Yes"|"Yes"||"80581.54"||"Deviation"|||"74977.07"|"2560"|||||"62352.82"||"No"||"2024-09-29"|"43603.95"|"Yes"|||"7.39132297365E9"|"Yes"|"DOP"|"13044.3"|"3335"|"53142.84"||"2024-06-05"||"35033.35"|"81366.46"|"No"|"89734.68"|"Yes"|||"8460"|"Yes"|||||"Yes"|"38782.4"|"BWP"|"88520.17"||"Yes"|"SHP"|"22002.02"||||"CHF"||||"No"|"83761.38"||"34412.55"||"9.21895872417E9"|||||||||"157851a1-7adc-4f74-b6ef-d93865e9484f"|"Rogahn - Herman"|"2023"|"Imw2ktZKoUnyf50DnV7q"|"89734.68"|"83761.38"|"83761.38"
||||"No"|"90541.83"|"No"|"25.24"||"87024.27"|"No"||"50241.84"|"5187.63"|"98744.01"||"4260"||"90103"|"78109.87"|"3696.25"|"53108.78"|"3.7773409699E9"||||"32067.81"|"8713.16"||"68605.21"|"Yes"|"27844.27"|"65093.87"|"81744.46"||"No"|||"97489.04"||"No"|"39078.24"||"21572.2"|"29523.91"||||"Yes"||"No"||"80791.13"|"No"|||"16308.81"||"No"||"No"|"Yes"|"55718.1"|||"NoDeviation"|||||"27300.85"|||"6186"|"47511.1"||||"2024-12-22"|"42417.25"|"Yes"|"47718.81"|"Yes"|"1.11049777053E9"|"Yes"||"46712.77"||||"2024-11-05"|"728"||"13132.95"||||"No"|||"Yes"|||"46363.16"||"No"|"78140.09"|||"16942.85"||"HUF"|"34594.3"|"75373.81"|||"SYP"||||"No"|"30356.21"|"9441.18"||||"Yes"|||"No"||"86976.95"|"50442.52"|"51269.7"|"f9d0aac6-1c2d-4a26-bc93-b0dd6e9675ee"|"Welch - Ward"|"2020"|"wk0pLW1lNlZolmdj7aff"||"30356.21"|"30356.21"
|"92129.47"||"Yes"|||||"No"|"5999.32"|"No"|"66570.79"|"89459.05"||"83010.29"|"4.48445894007E9"|"6999"|"28025.58"|||"36362.72"|"20484.04"||"39220.09"|"5600"|||"84830.18"|||||"28252.72"|"366.92"|"86540.56"|"No"|"No"|"37469.9"||"Yes"|"Yes"|||"65093.6"||||"52903.86"|"No"|||"Yes"||"Yes"|"112"|"No"|"56247.67"|"10908.42"|"Yes"|"No"|"Yes"|"No"|||"8.60415776129E9"|"NoDeviation"|"Yes"|"GNF"|||"33185.85"|||"2928"|||||"2024-08-18"||"Yes"|||"4.90759557717E9"||"MDL"||"6200"|"52463.46"||"2024-09-26"||"74561.34"|"41505"|"Yes"|||||"4229"|"No"|"65794.32"|"36611.32"|"75643.49"|"90196.26"|||"CLP"|"32140.46"|||"ZAR"||"93407.95"|||"MXN"||"No"||"No"|"30013.47"||||"8.10155713471E9"|"No"|"51103.38"||"No"|||"62554.07"|"34090.46"|"a8fea166-8cd9-43f1-8a79-3049c85a446e"|"Grant Group"|"2024"|"higRFx5xBEwl9W9FjMfk"||"30013.47"|"30013.47"
|"15353.26"|"52572.67"||"No"||"No"||"No"|"60880.65"|"Yes"|||"50583.89"||"1.6211517801E8"|||"33747.44"|"82600.89"|"88002.59"||||"6330"|||||"89418.38"|||||"85104.21"||"No"|||"No"||"68115.75"||||"13896.88"|"Yes"|||"44958.9"|"Yes"|"No"|"89493.95"|||||"33938.87"|"Yes"||"Yes"|||"31803.93"||"Deviation"|"No"||"6109.35"||"75490.44"|"90.57"||||||||||"19694.6"|"No"|||"TZS"|||"31373.23"|"No"|"2024-03-31"|"2649"||"41688.12"|"No"|"97122.68"||"No"|||||"27011.19"|||||"AZN"|"95327.7"|||||"40331.42"|||||"No"|"Yes"|"Yes"|"26335.94"|"19284.64"|||"3.46400360872E9"|"No"||"Yes"|"Yes"||||"19031.11"|"e6a54c0e-278d-42fc-841e-1411aab27b00"|"Romaguera, Lakin and Reichel"|"2022"||"97122.68"|"26335.94"|"26335.94"
"25805.69"|"17741.52"|"32600.68"||"Yes"||"Yes"|||"22120.54"|"Yes"|||||||"20239.97"|||"15625"||||"7040"||||||"Yes"|"77716.48"||"95650.65"|||||"80026.5"|"No"|"Yes"|"64893.51"|"2644"|||"23976.67"||||||||||"Yes"||"30449.1"|"No"||"Yes"|"No"|"22982.84"||"6.46013484861E9"|"NoDeviation"||"CNY"|"20705.47"|||||"5677"||"Yes"|"Yes"|||"6518.76"|"No"|||"8.92072066335E9"|"No"||"54194.2"|"9050"||"Yes"|"2024-12-30"|"5303"|"63746.1"|"59384.53"||"48553.34"|"Yes"|"Yes"||"5542"||||||"No"||"MXN"|||"Yes"|"KZT"|"99795.93"||"Yes"|"84278.2"|"SAR"|"Yes"|"No"|"No"|"Yes"|||||"2.77222043586E9"||"89791.35"||||"88929.75"|"70918.18"||"0aef1703-6a81-422b-96f1-d5101435ff5f"|"Abernathy Inc"|"2023"|"cVYAtBnl6MQkLhz2MYn3"|"48553.34"||
