"ghgIntensityInTonnesPerMillionEURRevenue.value"|"emissionsToWaterInTonnes.value"|"relativeNonRenewableEnergyProductionInPercent.value"|"manufactureOfAgrochemicalPesticidesProducts.value"|"transparencyDisclosurePolicy.value"|"nonRenewableEnergyConsumptionNaturalGasInGWh.value"|"deforestationPolicy.value"|"boardGenderDiversityBoardOfDirectorsInPercent.value"|"iloCoreLabourStandards.value"|"scope1And2And3GhgEmissionsMarketBasedInTonnes.value"|"policyAgainstDiscriminationInTheWorkplace.value"|"waterConsumptionInCubicMeters.value"|"scope3DownstreamGhgEmissionsInTonnes.value"|"scope2GhgEmissionsLocationBasedInTonnes.value"|"applicableHighImpactClimateSectors.NaceCodeL.highImpactClimateSectorEnergyConsumptionInGWh.value"|"averageGrossHourlyEarningsFemaleEmployees.value"|"femaleBoardMembersSupervisoryBoard.value"|"financedScope1AndScope2Emissions.value"|"scope1GhgEmissionsInTonnes.value"|"scope2GhgEmissionsInTonnes.value"|"financedScope3Emissions.value"|"scope3UpstreamGhgEmissionsInTonnes.value"|"nonRenewableEnergyConsumptionNuclearEnergyInGWh.value"|"femaleBoardMembersBoardOfDirectors.value"|"emissionsOfInorganicPollutantsInTonnes.value"|"applicableHighImpactClimateSectors.NaceCodeA.highImpactClimateSectorEnergyConsumptionInGWh.value"|"waterManagementPolicy.value"|"scope1And2And3GhgEmissionsInTonnes.value"|"sustainableOceansAndSeasPolicy.value"|"scope1And2GhgEmissionsLocationBasedInTonnes.value"|"waterReusedInCubicMeters.value"|"nonRenewableEnergyConsumptionInGWh.value"|"applicableHighImpactClimateSectors.NaceCodeH.highImpactClimateSectorEnergyConsumptionInGWh.value"|"fiscalYearEnd.value"|"violationOfTaxRulesAndRegulation.value"|"humanRightsDueDiligence.value"|"applicableHighImpactClimateSectors.NaceCodeF.highImpactClimateSectorEnergyConsumptionInGWh.value"|"relativeNonRenewableEnergyConsumptionInPercent.value"|"controversialWeaponsExposure.value"|"whistleblowerProtectionPolicy.value"|"nonRenewableEnergyConsumptionCoalInGWh.value"|"casesOfInsufficientActionAgainstBriberyAndCorruption.value"|"applicableHighImpactClimateSectors.NaceCodeF.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"applicableHighImpactClimateSectors.NaceCodeE.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"scope1And2GhgEmissionsMarketBasedInTonnes.value"|"humanRightsLegalProceedings.value"|"applicableHighImpactClimateSectors.NaceCodeE.highImpactClimateSectorEnergyConsumptionInGWh.value"|"protectedAreasExposure.value"|"applicableHighImpactClimateSectors.NaceCodeB.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"policyAgainstChildLabour.value"|"humanRightsDueDiligencePolicy.value"|"applicableHighImpactClimateSectors.NaceCodeA.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"fairBusinessMarketingAdvertisingPolicy.value"|"sanctionedIncidentsOfDiscrimination.value"|"threatenedSpeciesExposure.value"|"applicableHighImpactClimateSectors.NaceCodeG.highImpactClimateSectorEnergyConsumptionInGWh.value"|"fiscalYearDeviation.value"|"emissionsOfAirPollutantsInTonnes.value"|"policyAgainstForcedLabour.value"|"carbonReductionInitiatives.value"|"reportedForcedOrCompulsoryLabourIncidents.value"|"policyAgainstBriberyAndCorruption.value"|"emissionsOfOzoneDepletionSubstancesInTonnes.value"|"totalHighImpactClimateSectorEnergyConsumptionInGWh.value"|"grievanceHandlingMechanism.value"|"nonRenewableEnergyProductionInGWh.value"|"maleBoardMembersBoardOfDirectors.value"|"scope1And2GhgEmissionsInTonnes.value"|"boardGenderDiversitySupervisoryBoardInPercent.value"|"nonRenewableEnergyConsumptionCrudeOilInGWh.value"|"maleBoardMembersSupervisoryBoard.value"|"nonRecycledWasteInTonnes.value"|"primaryForestAndWoodedLandOfNativeSpeciesExposure.value"|"environmentalPolicy.value"|"nonRenewableEnergyConsumptionFossilFuelsInGWh.value"|"dataDate"|"unadjustedGenderPayGapInPercent.value"|"rareOrEndangeredEcosystemsExposure.value"|"scope2GhgEmissionsMarketBasedInTonnes.value"|"supplierCodeOfConduct.value"|"averageGrossHourlyEarningsMaleEmployees.value"|"unGlobalCompactPrinciplesCompliancePolicy.value"|"averageGrossHourlyEarningsFemaleEmployees.currency"|"ghgIntensityScope4InTonnesPerMillionEURRevenue.value"|"reportedConvictionsOfBriberyAndCorruption.value"|"applicableHighImpactClimateSectors.NaceCodeB.highImpactClimateSectorEnergyConsumptionInGWh.value"|"totalRevenueInEUR.value"|"humanRightsPolicy.value"|"carbonFootprintInTonnesPerMillionEUREnterpriseValue.value"|"reportedIncidentsOfDiscrimination.value"|"ghgIntensityScope3InTonnesPerMillionEURRevenue.value"|"nonRenewableEnergyConsumptionLigniteInGWh.value"|"fossilFuelSectorExposure.value"|"rateOfAccidents.value"|"highlyBiodiverseGrasslandExposure.value"|"reportedChildLabourIncidents.value"|"nonRenewableEnergyConsumptionOtherInGWh.value"|"numberOfReportedIncidentsOfHumanRightsViolations.value"|"traffickingInHumanBeingsPolicy.value"|"applicableHighImpactClimateSectors.NaceCodeL.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"scope4GhgEmissionsInTonnes.value"|"applicableHighImpactClimateSectors.NaceCodeH.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"applicableHighImpactClimateSectors.NaceCodeG.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"corruptionLegalProceedings.value"|"renewableEnergyProductionInGWh.value"|"totalAmountOfReportedFinesOfBriberyAndCorruption.currency"|"applicableHighImpactClimateSectors.NaceCodeD.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"applicableHighImpactClimateSectors.NaceCodeC.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"technologiesExpertiseTransferPolicy.value"|"averageGrossHourlyEarningsMaleEmployees.currency"|"scope3GhgEmissionsInTonnes.value"|"applicableHighImpactClimateSectors.NaceCodeD.highImpactClimateSectorEnergyConsumptionInGWh.value"|"landDegradationDesertificationSoilSealingExposure.value"|"ghgIntensityScope1InTonnesPerMillionEURRevenue.value"|"enterpriseValueInEUR.value"|"securitiesNotCertifiedAsGreen.value"|"oecdGuidelinesForMultinationalEnterprisesGrievanceHandling.value"|"sustainableAgriculturePolicy.value"|"iso14001Certificate.value"|"excessiveCeoPayRatio.value"|"workdaysLostInDays.value"|"scope1And2And3GhgEmissionsLocationBasedInTonnes.value"|"workplaceAccidentPreventionPolicy.value"|"totalAmountOfReportedFinesOfBriberyAndCorruption.value"|"biodiversityProtectionPolicy.value"|"ghgIntensityScope2InTonnesPerMillionEURRevenue.value"|"fairCompetitionPolicy.value"|"highWaterStressAreaExposure.value"|"applicableHighImpactClimateSectors.NaceCodeC.highImpactClimateSectorEnergyConsumptionInGWh.value"|"renewableEnergyConsumptionInGWh.value"|"relativeWaterUsageInCubicMetersPerMillionEURRevenue.value"|"hazardousAndRadioactiveWasteInTonnes.value"|"Company ID"|"Company Name"|"Reporting Period"|"LEI"|"rateOfAccidentsInPercent.value"|"carbonFootprintInTonnesPerMillionEURRevenue.value"|"ceoToEmployeePayGapRatio.value"|"totalRevenue.currency"|"excessiveCeoPayRatioInPercent.value"|"enterpriseValue.value"|"totalRevenue.value"|"enterpriseValue.currency"
"39497.44"|"97266.46"||||"44774.06"||"45.58"|"No"||"Yes"|"79276.23"|"65553.3"|||"4.00059372462E9"||"48195.7"|||"29418.84"||"78842.17"|||||"35461.89"|"Yes"|||||"2024-06-08"||"No"|||"Yes"||||||||"3716.65"|"No"|||||"No"||"No"|||||"Yes"|"Yes"||"29515.18"|"60355.02"|"No"||"90"|"71971.66"||"48863.13"|||"Yes"||"39540.87"|"2024-08-01"||"No"||||"Yes"|"TOP"|"5361.16"|||"57210.61"|||||"15638.04"|"No"||"No"||"79830"||"Yes"|||||"Yes"|"3526.83"|"PKR"||||||||"48198.34"|"52969.63"|"No"||||"56518.16"|"35904.78"|"23202.57"|"No"|"9.77681419394E9"|"Yes"|"33559.46"|"No"||"70079.34"||"38437.36"||"79933032-9ca1-4377-ab0e-7229c805418c"|"Pfannerstill - Kuphal"|"2024"||||"56518.16"|"EUR"|"56518.16"|"52969.63"|"57210.61"|"EUR"
||"92187.52"|||"20194.1"|"Yes"||||"No"|"76871.28"||||"7.21523137771E9"||||"80039.76"||"63726.85"|"40162.85"|||||"42724.48"|||||"63091.84"||"Yes"||"4461.94"|"91594.94"||"No"|"60730.71"||"95028.47"|"78160.15"||"Yes"||"Yes"|"84636.9"|"No"||"72637.16"|"No"|||"39244.18"||||"No"|"No"|"No"||"35030.9"||"22574.75"|"2207"|"61107.05"||"10287.12"|"7093"||||"64226.56"|"2024-08-08"|"62417.86"|"No"|"79452.33"|"Yes"||"No"|"THB"|"80474.45"|"4000"||"78971.56"|||"4849"||"20748.8"|"No"||"No"|"No"|"49974.47"||"Yes"|"20588.5"||"47833.68"||"No"|"97679.63"|"KMF"||||"CUP"||"38567.09"||"93544.65"||"Yes"|"No"||"No"|"65526.48"|"84455.9"|||"3.70381736501E9"|"No"||"No"|"Yes"||"91042.71"||"18511.45"|"b1fc8278-c05b-40ac-a2d6-61b525d97bfe"|"Hansen - Monahan"|"2020"||||"65526.48"|"EUR"|"65526.48"||"78971.56"|"EUR"
|"31171.39"|"18047.77"|"No"|"No"||"No"|"32.89"|"No"||"Yes"||"35818.68"|"19820.27"||"2.49189598086E9"|"9655"|||"50740.05"|"92560.55"|"79323.24"|"4582.08"|"2080"||||"26589.13"|"Yes"||"86147.69"|||||"Yes"||"12806.6"|"No"|"Yes"||"398"||||||"Yes"||||||||||"34520.35"||"No"|||||"Yes"|"43929.64"|"8546"|"59298.34"|"92.17"||||"No"|"No"||"2024-09-22"||||"No"||"No"|"LKR"||||"99200.13"|"No"|||"3648.47"||"Yes"|"67471.91"||"No"|"74112.31"|"2348"|||||||"26663.17"||||"No"|"RON"|"96887.43"|"42527.23"|"Yes"|||"Yes"|"Yes"|"No"||"97892.04"|||"No"|||||||"53783.33"|"34031.59"|"2759.89"|"207face8-6711-43f7-a921-78e64d0f3eb6"|"Rohan - Cassin"|"2021"||"67471.91"||"97892.04"|"EUR"|"97892.04"||"99200.13"|"EUR"
"63301.19"|"27718.82"||"Yes"||||||||||"56100.11"||||"37800.37"|||"42801.26"|||"8272"|||"No"|||||"90210.22"|||"Yes"|"Yes"||"59306.69"||"Yes"||||||||"Yes"||"No"|"Yes"||||"No"|||"39845.53"|"No"||||||"No"|"15944.51"|"6482"||"54.61"|||"50827.59"||||"2024-04-09"||"No"||"Yes"|||"BDT"||"8420"||"18291.23"|"No"|"99869.26"|"3245"|"73602.24"||"Yes"|"13311.75"||||"1901"|"No"||"49169.04"|"39825.13"||||"XCD"||||"ARS"|||"No"|"13784.75"|"54726.43"||"Yes"||"No"|"1347.65"|"70213.13"||"No"|"2.98124500346E9"|"No"||"No"|"No"||"11247.1"|"81214.64"|"64809.49"|"f20adbd2-8189-4769-ab40-df41a49b73ed"|"Crona and Sons"|"2020"||"13311.75"|"99869.26"|"1347.65"|"EUR"|"1347.65"|"54726.43"|"18291.23"|"EUR"
|"38837.53"||"No"|"No"||"No"|"70.69"|||||||"57012.86"||"5741"|"73684.88"||||"97623.43"|"47889.91"|"9153"|"63796.72"||"No"|"7959.26"||"53933.76"||"42421.52"|||"No"|"Yes"|||"Yes"||||"59253.17"||"5515.47"||"64214.31"|"No"|"83503.67"|"No"|"Yes"|"43032.93"||"5228"||"45641.93"|"Deviation"|||"No"|||"76586.5"|"39912.63"||"30159.04"|"7943"||"61.11"||"236"|"65434"|"Yes"|"No"||"2024-06-28"||||"Yes"||"Yes"||"23028.64"|"6303"|"88604.56"||"Yes"|||"44593.83"|||"69264.59"||"No"||"7042"|"No"|"93320.7"||"62890.81"|||||"26175.81"|||"JOD"|||"No"|"48266.02"||||"No"|"No"|||"92732.1"|"No"|||"49984.89"||"Yes"|"32913.85"||||"f23d7f53-3ffb-41ac-907e-2e4b8ae528f4"|"Marvin - Weber"|"2020"|"BQQB9UCRdBXiOi7GZYsy"|"69264.59"|||"EUR"||||"EUR"
"70101.19"||"91992.64"||||"No"||||"No"||"50310.21"|||"4.69975093252E9"|"6328"||"33565.46"|"3353.05"|||"22483.87"||"30491.53"||||"No"|||"71224.13"||||"No"||"68233.08"|"No"|"No"|"79071.87"|"1298"||||"No"||||"No"||||"3332"|"No"||||"Yes"||"No"|"Yes"|"65259.44"|"31396.29"|||"66"|"93151.64"|"54.83"|"46773.55"|"2371"|||||"2024-02-04"|"22664.23"|"No"|||||"AOA"||"4279"|"36463.13"|"62754.66"||"97578.02"|||"53942.59"||"8521.07"|"Yes"||"72822.99"||"Yes"||"39424.6"||||"27134.51"|||"56949.68"|"No"|"UGX"|"51226.69"|||"58323.33"|||"Yes"|"No"||"37303.05"|||||"Yes"|||"No"||"9095.75"||"93290.13"|"f9fed217-1c0d-48b9-b177-9f5fa412e6f7"|"Harris, Frami and Windler"|"2023"||"8521.07"|"97578.02"|"37303.05"|"EUR"|"37303.05"||"62754.66"|"EUR"
"41374.16"|"94278.15"|"55976.5"||"Yes"|"55481.55"|"No"|"17.73"|"No"|"92457.67"|"Yes"|"85112.26"||"95712.23"|"946.78"|"3.31282166624E9"||||||"8819.68"|"96505.15"|"4419"|"48268.51"||||"No"|"33326.7"|"10655.48"|"55697.95"||"2024-04-25"||"Yes"|"86229.14"|"52390.88"|"No"|"Yes"||"2457"||||||"Yes"|||||"Yes"|"3063"|"No"|"19659.88"||"29579.3"|"No"||"Yes"|"Yes"|"15827.27"||"Yes"||||||"6474"|"21544.93"||"Yes"|"42553.45"|"2024-04-17"|"64962.28"|||||"Yes"|"EUR"||"8454"||"63901.83"|"No"||"6543"|"94126.06"|"70027.19"||"42461.58"|||||"Yes"||"22554.48"||"60239.07"||"79204.31"|"PYG"|||||||"No"|"55349.78"|"21702.32"|||"No"|"No"|"9888.59"||||"3.55255534027E9"|"Yes"|"58854.68"|"No"|||"40132.88"|"49022.96"|"63259.81"|"ce9ecb34-ff51-4e20-a849-6d2eece5cb67"|"McKenzie, Daniel and Kuhic"|"2022"|"U5wBNMM10e2mOMuvZlhz"|"42461.58"||"9888.59"|"EUR"|"9888.59"|"21702.32"|"63901.83"|"EUR"
"10705.51"|||"Yes"||||"16.8"||"29474.93"|||||"22992.81"||||"5593.02"||"27626.96"||||"79799.78"|"17278.67"|"Yes"|"61350.29"|"Yes"|"25790.3"|"57210.93"|"93065.68"||||||"70009.14"||||"3548"|"51547.23"||||"64409.77"|"Yes"|"5790.38"|"Yes"||"32950.85"|||"Yes"|"32626.44"|"NoDeviation"||"Yes"||"No"||"62140.37"||"No"|"33169.94"|"6930"|"15643.78"|"37.16"|"40387.35"|||"No"|"Yes"|"74026.79"||"7425.02"||"5833.59"|"No"|"3.37754441091E9"|"No"|"GYD"||"3650"|"73778.22"|||||"6245.67"|"76699.29"|||"No"||"66568.07"|||"35723.2"|"37021.1"|"79308.12"|"677.48"|"Yes"||"HUF"|"34155.3"|||"AMD"|"41147.76"|"79234.2"|"No"|||"Yes"||"Yes"|"No"|||"17399.81"|"No"|"3.4872022859E8"||"65099.33"|||"91202.88"||"25579.94"||"beb1f042-7243-4183-b19e-888386eac482"|"Greenholt - Prohaska"|"2021"|||||"EUR"||||"EUR"
|||"No"|"Yes"||||||||"65266.54"||"51718.04"|"2.77050058994E9"|"2385"||"51567.74"|||"57268.5"||"6183"|"13900.17"||"No"|"6627.27"|"No"|"74510.07"||"87835.65"|"550.68"|"2024-03-30"||"No"|"99433.69"||"No"|"Yes"||||"52452.02"|"87804.08"||"31864.37"|"No"|||"Yes"|||"8646"|||||"Yes"||"No"|"Yes"|"3667.16"|"23855.3"|"Yes"|"20966.09"|"929"|"73292.64"|"48.65"|||"31072.55"|||"35183.01"||||"92368.81"||"4.74026163735E9"||"SCR"||||||"91702.74"|"3039"|"51106.79"|"77447.4"||"68436.31"|"No"|"No"||"6934"||"4349.87"||"83006.34"||"No"||"IQD"||"83265.46"||"BYN"||"55687.27"|||"304.38"||"No"|||||"113.89"|"Yes"|"4.42834382275E9"|||"No"||"56391.59"||"43962.98"||"b3c4d162-76a3-4572-a12f-48a110fe7406"|"Pfannerstill, Hackett and Bauch"|"2020"|"4jMo2SDU3D2rWCawkwn1"|"68436.31"|"91702.74"||"EUR"||"304.38"||"EUR"
"20443.15"|"74686.89"||||"99755.21"||"97.33"|"No"|"52680.79"|"No"|||"82347.97"|"80908.61"|"3.50214921661E9"||"34687.95"|"58028.19"||"55437.35"||||"76959.75"|"36876.01"|"No"||"No"||"48663.73"|||"2024-07-19"|||"30650.44"|"11181.52"||||"6271"|"64486.25"|"74185.06"||||||||"39850.12"||"2668"|"Yes"||"Deviation"|||||"Yes"|"78445.01"|||"51833.83"|"3083"|"37989.35"|"72"|||"176"||||"2024-09-18"|"20511.66"|"No"|"810.66"|"No"|"5.47457922783E9"||"MKD"|||"68020.82"||"Yes"|"72387.09"||"12948.37"|"98498.29"|"Yes"|"77723.76"||||||"7031.39"|"88718.41"|||||"LYD"|"85732.24"|"98684.18"|"Yes"|"JMD"||"65597.09"|"No"|||"No"|"Yes"|"Yes"|||"53658.38"|"94362.78"|"Yes"|"7.04932508087E9"|"No"||"No"|"No"|"4405.99"|||"83305.2"|"76302fde-ba21-415c-93d0-dd6e94ccbef5"|"Langworth Group"|"2022"|"f3HECG8mDc2zbhhKoEA7"|"77723.76"|"72387.09"||"EUR"||||"EUR"
