"ghgIntensityInTonnesPerMillionEURRevenue.value"|"emissionsToWaterInTonnes.value"|"relativeNonRenewableEnergyProductionInPercent.value"|"manufactureOfAgrochemicalPesticidesProducts.value"|"transparencyDisclosurePolicy.value"|"nonRenewableEnergyConsumptionNaturalGasInGWh.value"|"deforestationPolicy.value"|"boardGenderDiversityBoardOfDirectorsInPercent.value"|"iloCoreLabourStandards.value"|"scope1And2And3GhgEmissionsMarketBasedInTonnes.value"|"policyAgainstDiscriminationInTheWorkplace.value"|"waterConsumptionInCubicMeters.value"|"scope3DownstreamGhgEmissionsInTonnes.value"|"scope2GhgEmissionsLocationBasedInTonnes.value"|"applicableHighImpactClimateSectors.NaceCodeL.highImpactClimateSectorEnergyConsumptionInGWh.value"|"averageGrossHourlyEarningsFemaleEmployees.value"|"femaleBoardMembersSupervisoryBoard.value"|"financedScope1AndScope2Emissions.value"|"scope1GhgEmissionsInTonnes.value"|"scope2GhgEmissionsInTonnes.value"|"financedScope3Emissions.value"|"scope3UpstreamGhgEmissionsInTonnes.value"|"nonRenewableEnergyConsumptionNuclearEnergyInGWh.value"|"femaleBoardMembersBoardOfDirectors.value"|"emissionsOfInorganicPollutantsInTonnes.value"|"applicableHighImpactClimateSectors.NaceCodeA.highImpactClimateSectorEnergyConsumptionInGWh.value"|"waterManagementPolicy.value"|"scope1And2And3GhgEmissionsInTonnes.value"|"sustainableOceansAndSeasPolicy.value"|"scope1And2GhgEmissionsLocationBasedInTonnes.value"|"waterReusedInCubicMeters.value"|"nonRenewableEnergyConsumptionInGWh.value"|"applicableHighImpactClimateSectors.NaceCodeH.highImpactClimateSectorEnergyConsumptionInGWh.value"|"violationOfTaxRulesAndRegulation.value"|"humanRightsDueDiligence.value"|"applicableHighImpactClimateSectors.NaceCodeF.highImpactClimateSectorEnergyConsumptionInGWh.value"|"relativeNonRenewableEnergyConsumptionInPercent.value"|"controversialWeaponsExposure.value"|"whistleblowerProtectionPolicy.value"|"nonRenewableEnergyConsumptionCoalInGWh.value"|"casesOfInsufficientActionAgainstBriberyAndCorruption.value"|"applicableHighImpactClimateSectors.NaceCodeF.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"applicableHighImpactClimateSectors.NaceCodeE.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"scope1And2GhgEmissionsMarketBasedInTonnes.value"|"humanRightsLegalProceedings.value"|"applicableHighImpactClimateSectors.NaceCodeE.highImpactClimateSectorEnergyConsumptionInGWh.value"|"protectedAreasExposure.value"|"applicableHighImpactClimateSectors.NaceCodeB.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"policyAgainstChildLabour.value"|"humanRightsDueDiligencePolicy.value"|"applicableHighImpactClimateSectors.NaceCodeA.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"fairBusinessMarketingAdvertisingPolicy.value"|"sanctionedIncidentsOfDiscrimination.value"|"threatenedSpeciesExposure.value"|"applicableHighImpactClimateSectors.NaceCodeG.highImpactClimateSectorEnergyConsumptionInGWh.value"|"emissionsOfAirPollutantsInTonnes.value"|"policyAgainstForcedLabour.value"|"carbonReductionInitiatives.value"|"reportedForcedOrCompulsoryLabourIncidents.value"|"policyAgainstBriberyAndCorruption.value"|"emissionsOfOzoneDepletionSubstancesInTonnes.value"|"totalHighImpactClimateSectorEnergyConsumptionInGWh.value"|"fiscalYearDeviation"|"grievanceHandlingMechanism.value"|"nonRenewableEnergyProductionInGWh.value"|"maleBoardMembersBoardOfDirectors.value"|"scope1And2GhgEmissionsInTonnes.value"|"boardGenderDiversitySupervisoryBoardInPercent.value"|"nonRenewableEnergyConsumptionCrudeOilInGWh.value"|"maleBoardMembersSupervisoryBoard.value"|"nonRecycledWasteInTonnes.value"|"primaryForestAndWoodedLandOfNativeSpeciesExposure.value"|"environmentalPolicy.value"|"nonRenewableEnergyConsumptionFossilFuelsInGWh.value"|"dataDate"|"unadjustedGenderPayGapInPercent.value"|"rareOrEndangeredEcosystemsExposure.value"|"scope2GhgEmissionsMarketBasedInTonnes.value"|"supplierCodeOfConduct.value"|"averageGrossHourlyEarningsMaleEmployees.value"|"unGlobalCompactPrinciplesCompliancePolicy.value"|"averageGrossHourlyEarningsFemaleEmployees.currency"|"ghgIntensityScope4InTonnesPerMillionEURRevenue.value"|"reportedConvictionsOfBriberyAndCorruption.value"|"applicableHighImpactClimateSectors.NaceCodeB.highImpactClimateSectorEnergyConsumptionInGWh.value"|"totalRevenueInEUR.value"|"humanRightsPolicy.value"|"carbonFootprintInTonnesPerMillionEUREnterpriseValue.value"|"fiscalYearEnd"|"reportedIncidentsOfDiscrimination.value"|"ghgIntensityScope3InTonnesPerMillionEURRevenue.value"|"nonRenewableEnergyConsumptionLigniteInGWh.value"|"fossilFuelSectorExposure.value"|"rateOfAccidents.value"|"highlyBiodiverseGrasslandExposure.value"|"reportedChildLabourIncidents.value"|"nonRenewableEnergyConsumptionOtherInGWh.value"|"numberOfReportedIncidentsOfHumanRightsViolations.value"|"traffickingInHumanBeingsPolicy.value"|"applicableHighImpactClimateSectors.NaceCodeL.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"scope4GhgEmissionsInTonnes.value"|"applicableHighImpactClimateSectors.NaceCodeH.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"applicableHighImpactClimateSectors.NaceCodeG.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"corruptionLegalProceedings.value"|"renewableEnergyProductionInGWh.value"|"totalAmountOfReportedFinesOfBriberyAndCorruption.currency"|"applicableHighImpactClimateSectors.NaceCodeD.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"applicableHighImpactClimateSectors.NaceCodeC.highImpactClimateSectorEnergyConsumptionInGWhPerMillionEURRevenue.value"|"technologiesExpertiseTransferPolicy.value"|"averageGrossHourlyEarningsMaleEmployees.currency"|"scope3GhgEmissionsInTonnes.value"|"applicableHighImpactClimateSectors.NaceCodeD.highImpactClimateSectorEnergyConsumptionInGWh.value"|"landDegradationDesertificationSoilSealingExposure.value"|"ghgIntensityScope1InTonnesPerMillionEURRevenue.value"|"enterpriseValueInEUR.value"|"securitiesNotCertifiedAsGreen.value"|"oecdGuidelinesForMultinationalEnterprisesGrievanceHandling.value"|"sustainableAgriculturePolicy.value"|"iso14001Certificate.value"|"excessiveCeoPayRatio.value"|"workdaysLostInDays.value"|"scope1And2And3GhgEmissionsLocationBasedInTonnes.value"|"workplaceAccidentPreventionPolicy.value"|"totalAmountOfReportedFinesOfBriberyAndCorruption.value"|"biodiversityProtectionPolicy.value"|"ghgIntensityScope2InTonnesPerMillionEURRevenue.value"|"fairCompetitionPolicy.value"|"highWaterStressAreaExposure.value"|"applicableHighImpactClimateSectors.NaceCodeC.highImpactClimateSectorEnergyConsumptionInGWh.value"|"renewableEnergyConsumptionInGWh.value"|"relativeWaterUsageInCubicMetersPerMillionEURRevenue.value"|"hazardousAndRadioactiveWasteInTonnes.value"|"Company ID"|"Company Name"|"Reporting Period"|"LEI"|"rateOfAccidentsInPercent.value"|"carbonFootprintInTonnesPerMillionEURRevenue.value"|"ceoToEmployeePayGapRatio.value"|"totalRevenue.currency"|"excessiveCeoPayRatioInPercent.value"|"enterpriseValue.value"|"totalRevenue.value"|"enterpriseValue.currency"
|"91366.55"||"No"|"No"||"No"|"35.4"|"No"|||||||||"65026.82"|"55097.74"||"98008.97"|"88131.77"|"43250.14"|"6294"|||"Yes"||"No"||"9282.06"|||"Yes"|||||"Yes"|"97806.76"|"2808"|||"55355.5"|"Yes"||||||||"3628"||||||"Yes"|"Yes"|"62257.53"|"49396.87"|"Deviation"||"24789.74"|"668"||"13.97"|"63155.33"||"58280.51"||||"2024-03-01"|"53859.72"|"Yes"|"70662.55"|||||"91462.26"|||||||||||"25451.08"|"No"|||"5366"|||"1925.01"||||"34758.09"||||"No"|"KES"|"57488.81"||"No"|"28541.34"||"No"|"Yes"|"No"|"Yes"||"18049.02"|"96906.31"|"Yes"||"No"|||"Yes"|||"92873.44"|"55261.06"|"ac7c3c66-60ea-4801-bde9-95378483741c"|"Prohaska, Goyette and Spinka"|"2022"|"TgqnQeE6HT8p0Vfthmlf"|"25451.08"|||"EUR"||||"EUR"
"53490.51"||||||"Yes"||"Yes"||"Yes"||"86284.62"|||"9.09660077551E9"||"81218.15"|"61087.6"|"41113.94"||"15427.06"|"54317.95"|"9512"||||||"47637.05"||"61.37"|||"No"|||"No"||"38013.18"||||"24961.94"||"12312.54"|||"No"|"Yes"|"92723.76"||"8399"||"86758.72"|"70990.4"|"Yes"||"Yes"|||"29471.94"||"Yes"|"98862.23"|"9536"|"19060.15"|"36.34"|"56453.26"||"16708.46"||"Yes"||"2024-06-14"|"80681.13"|"Yes"|||"1.68101503321E9"||"BWP"||||"56667.61"||||||"19157.78"|"Yes"||||"22517.46"||||"5508.02"||"54793.97"|||||||"ERN"|"23768.98"||"Yes"|||||"No"|"No"|"33475.08"|||||"Yes"||"Yes"|"Yes"||"4393.57"||"99424.96"|"d835f7ee-1d23-4284-9951-5de6971acd4f"|"Jast - Howell"|"2024"|"2WjyjByWei1ILATFYoFp"|||"33475.08"|"EUR"|"33475.08"||"56667.61"|"EUR"
"13481.69"|||"No"|"Yes"|"31869.96"||"86.63"|"No"|"9038.51"|"No"|"9936.88"||"60318.54"||"7.1439082171E9"|"7427"|"7744.3"|"93317.19"|"4819.85"|"86493.85"|"83379.74"||"8204"|||||"No"|"99759.37"||"61107.79"|||||"26648.54"|"No"||"90753.88"|"5347"||||"No"||||"Yes"|"Yes"||"Yes"|"7734"|||"53223.98"||"No"||"No"||"35525.44"|"Deviation"|"Yes"|"78004.2"|"4990"|"42435.93"|"55.27"|"60578.56"|||||"71756.19"|"2024-08-24"|"74132.9"||"60034.22"|"Yes"|"6.95564834786E9"|"Yes"|"MVR"|"5653.08"||||"No"||||"14178.89"||||||"25277.67"||||"71930.92"|||"No"||"ALL"|||"Yes"|"PHP"|||"No"|||"No"|"No"|||"58174.07"||||"5.74327114834E9"|"Yes"||"No"||"68037.87"|||"37595.07"|"e957bf70-e788-48c9-83da-1f09f6fbe563"|"Hegmann - Bergnaum"|"2024"||||"58174.07"|"EUR"|"58174.07"|||"EUR"
"26168.5"|"39426.18"|"59032.35"||"Yes"|"32558.56"||"51.62"||"55436.58"|"Yes"|"60125.17"|"58790.39"|"694.96"|"32801.35"|"9.67645730792E9"|"6221"|"29133.52"|"98584.39"|"20165.42"|"90020.52"||"53589.94"|"1816"|"85263.56"||"Yes"|"8417.83"|||"6780.63"||||||||"No"|"35300.81"||"92900.37"|"22793.8"|"690.68"|"Yes"|"46870.44"|"Yes"||"Yes"|||||"Yes"|"9921.22"||"Yes"||"Yes"||||"Deviation"||"44260.87"||"60554.79"|||"1551"|"8649.18"|"No"||"7179.68"|"2024-05-16"|"1152.88"|"No"|"91776.79"|"No"|"6.8173758516E8"||"LAK"|"61769.86"|"8566"|"78873.47"|"95075.5"|"Yes"||"2024-11-12"|"9906"|"25743.77"|"61594.85"|"Yes"|"508.14"|"Yes"|"No"||"3256"||"79069.82"|||"71935.73"|"No"||||"36348.86"||"EUR"|||||||||"No"|||||||"3438.43"|"No"|"No"|"62612.35"|"84383.8"|"34149.74"||"1833bfdd-1949-40b5-bee0-b000d20e41d2"|"Brakus, Mills and Ortiz"|"2023"|"gemvFp36VIQfh2WcmbQx"|"508.14"|||"EUR"|||"95075.5"|"EUR"
"94590.34"|"14845.44"||"Yes"|||"No"|"58.49"|"Yes"|"34940.8"||"24405.15"||||"7.95500034911E9"|"1788"|||"39942.38"|||||"4941.57"|||||||"94831.12"|||"Yes"|"68560.18"|"69966.56"|"No"||"3122.52"|"2628"|"60765.24"||"84943.27"|||"Yes"|||"No"|||"3778"|"Yes"|||"Yes"|"Yes"|||"9063.36"|"65989.79"|"NoDeviation"|||"5342"|"41462.54"|"18.24"|||"56724.43"|"Yes"||"94053.81"|"2024-05-18"|||"96032.08"||||"ETB"|"92428.05"|"1978"|||||"2024-10-19"||"28899.41"||"Yes"|"36124.28"|"Yes"||||"No"|||||||"KHR"|||||"57323.99"||"Yes"||"68260.44"||"Yes"|"No"|"Yes"|||||"9.2215962219E8"|"Yes"|"26978.79"||"Yes"||"22062.46"||"74781.82"|"f2bd54be-65a9-4370-a231-39bc1466b1d9"|"Zemlak - Casper"|"2021"||"36124.28"|||"EUR"||"68260.44"||"EUR"
"89343.3"|"44212.1"||"Yes"||"81141.63"|||"No"||"Yes"||"12504.88"|||"1.38489157093E9"|||"43662.04"|"40202.84"|"31269.23"|"36525.16"|||"65876.08"||||||||"91323.7"|||||"No"|||||||"No"||"No"|||||"No"||||"16878.27"|"No"||"Yes"|"No"|||"Deviation"|"Yes"|"88840.06"|"4877"|"38620.39"|"74"||||"No"||"20101.6"|"2024-03-19"|"49044.83"|"No"|"38288.32"|"No"||"Yes"|"TND"||"9632"||"90437.62"|||||"78003.05"|"94272.84"|"No"|"65559.68"||"No"|"24273.22"||||"12852.65"|||"Yes"|"498.05"|"SEK"||||"SRD"|||"Yes"|"31895.16"|"68747.42"|"No"|"Yes"|"Yes"||||||"3.13744709141E9"|"No"|||"Yes"||"66345.7"||"63247.35"|"bcbc33ae-324e-4508-bdae-561f2afa4159"|"Mayert Inc"|"2023"|"DW6V63P4CjG4zTzZhVc6"|"65559.68"|||"EUR"||"68747.42"|"90437.62"|"EUR"
|"59151.32"|||"Yes"|"23839.37"||"30.88"|"No"|"16969.12"|||"59574.66"|"65578.98"||"8.14191078938E9"|"9702"|"20961.03"||"80413.22"||"42936.07"|"60591.23"|||"48825.75"||"48011.8"|||"99137.75"||||"No"|"60630.8"|"85707.53"|"No"||||"38492.79"||||||"13731.46"|||||"3673"|"No"|"49431.26"|||||"No"|||"Deviation"|||||"22.68"|"64462.39"|||"Yes"|"No"|"1126.15"|"2024-05-09"||"No"|"85115.57"|"No"||"Yes"|"BTN"||||"74940.07"|"Yes"||||"38889.05"|"88425.86"||||"No"|"31987.72"|||"84063.06"||"5905.78"|"29897.6"|"Yes"||"PGK"|"18213.85"|"80537.74"|"No"||"59676.83"|"26529.19"|||"6557.85"|"No"||"No"|"Yes"|||||||"12249.13"|"Yes"|"No"|||||"9780a0d2-d9a5-4232-8101-a787b6e76b07"|"Yost, Paucek and Heathcote"|"2021"|"3Mj22RFfrl7Gpf8B1PK7"||||"EUR"||"6557.85"|"74940.07"|"EUR"
"31238.8"|"95373.71"|"36603.33"|"Yes"||||||"28762.43"|"Yes"|"60249.15"||"89291.85"|"2320.47"|||"8698.86"|"2281.02"|"97642.53"|"62459.94"|"40515.28"|"20907.41"|"8315"|||"Yes"|"35355.39"|||"36221.09"||||"Yes"||"15366.29"|||"38718.82"|"9679"|||"19115.09"||||"85115.61"|"Yes"||||"8623"|"No"|"18929.8"||"Yes"|"No"|"Yes"|"Yes"||"81002.98"|"Deviation"|"Yes"|"76539.16"|"6327"||"14.37"|"87084.68"||"73047.12"|||"44704.11"|"2024-04-03"|"99064.42"||"45423.39"|"Yes"|||"VES"||"4193"||"79112.05"||"2816.23"|"2024-12-14"||"21249.56"||"No"|"58951.36"||"No"|"71766.88"|||"29273.99"||"22879.96"|"92830.83"|"No"||"STN"||"54815.35"|"Yes"||"76942.29"|||"57078.13"||"Yes"|"Yes"|"Yes"|"No"|"11968.93"|"62501.56"|"28541.29"|"Yes"||"No"|||||||"43962.52"|"c0b5509f-adbf-4784-a3b2-1613ad23a68f"|"Swaniawski - Bradtke"|"2023"|"I75TQNzhGx0VmQGEPbRQ"|"58951.36"|"2816.23"|"11968.93"|"EUR"|"11968.93"||"79112.05"|"EUR"
"7968.02"|"49318.88"|"53718.04"||"No"|"36385.96"|"No"|"38.15"||"73183.05"||"37333.41"|"63917.79"|"99010.25"||||"6619.95"|||"58416.5"|"26781.9"|||"7347.92"|||"69858.98"|"No"|"22151.87"|"45613.04"|"47539.17"||"No"|||"33519.69"|||"87992.83"|"9661"|||"53390.71"|"Yes"||||"No"|||"Yes"||"Yes"||||"Yes"||"Yes"|"16164.11"|"90396.37"|||"55012.41"|"4407"|"86795.15"|"76.29"|"53185.91"|||||||||||"3.82427437785E9"||"CVE"||||"35379.47"|"Yes"||"2024-11-19"|"7885"|||"Yes"|"61008.7"|"Yes"||"87226.8"||"Yes"||||||"88210.26"|"PEN"|||"Yes"|"BTN"|"36331.44"||"No"|||||"Yes"||"91056.2"|"94883.51"||"No"|"4.4357776657E9"|"No"||"Yes"|||"46459.39"|||"d760b719-8c44-4689-9e79-96e4b7b048f8"|"Harris - Dickinson"|"2021"||"61008.7"||"91056.2"|"EUR"|"91056.2"||"35379.47"|"EUR"
"70421.76"|"89877.72"|"86528.56"||"No"|||"82.11"||"66591.38"|"Yes"|"74846.88"|"47532.93"|"76778.24"|||"552"|||"15167.88"||"66772.07"|"76077.29"|"2827"|||"No"||"Yes"|"3035.23"|"90910.98"||||"Yes"||"20191.56"|||"97441.05"||||"34565.08"|"Yes"||"Yes"|||"Yes"||||"No"|||"No"||"No"|"Yes"||"19694.6"|"Deviation"|"Yes"|"45733.83"|"5976"|"10031.4"|"69.89"|||"13779.96"||"No"|"58115.46"|"2024-10-11"|"4476.4"|"No"|||"6.9563247565E9"|"No"||"66212.31"||||"Yes"|||"9388"|"96073.26"|||"32707.81"||"No"|||"Yes"|||||"No"||"MGA"||"50583.89"||"CLP"||||"54188.19"|"40590.04"|"Yes"|||"Yes"|"85829.73"|"29216.11"|"92741.99"|"Yes"|"1.02155587367E9"|"No"|"85474.24"||"Yes"|"82600.89"|"75111.9"||"91707.2"|"085ed240-ace2-4d7e-a0a8-121e95652efb"|"Connelly Group"|"2024"||"32707.81"||"85829.73"|"EUR"|"85829.73"|"40590.04"||"EUR"
